source_id,ra,dec,l,b,parallax,parallax_error,phot_g_mean_mag,bp_rp,ruwe,ag_gspphot,abs_mag_g,parallax_over_error
5080923157001069568,56.82735452159352,-27.6981455255568,224.2562650009517,-51.17790214146231,1.9270027673151509,0.12214697,18.10665,2.3642254,0.9897514,0.4344,9.096661691670715,15.776099622570671
5080971191915209728,57.217177112323085,-27.15117610165814,223.49789879162927,-50.74116752140371,0.8468357641631586,0.024502864,15.259826,0.86528015,1.0187612,0.005,4.893821955822383,34.5606849943402
5080995346811321728,56.49233295489008,-27.31943546048496,223.57786153880969,-51.40535495158884,2.468853988773665,0.013567389,13.518216,1.0178747,0.98186666,0.0151,5.465593029762971,181.9697208338071
5081054372547671680,57.847034314541645,-27.08955810286408,223.56506419504265,-50.17881023602731,1.4794251061528676,0.23816517,19.258585,2.4136696,0.9940582,,10.109049922482193,6.211760964682063
5081124951744288640,57.50425498178122,-26.72650111404884,222.9164713272848,-50.41024238699354,1.7759488239720131,0.030522233,15.797231,1.5073547,0.97919637,0.2646,6.7797832346149836,58.185415987487325
5081126356197176192,57.483082225872366,-26.688562098956567,222.85233083843303,-50.42149697009224,1.062036816218146,0.18026641,19.00895,2.13171,0.9931793,,9.139647860578691,5.891484809722155
5081136835917419904,57.19110289886997,-26.63148676303485,222.6850046232429,-50.66652599274265,1.5719667160186086,0.22248417,19.043394,2.3695774,0.995134,,10.025610731409806,7.065521632476632
5081174773364863744,57.4029585207325,-26.26376925182767,222.17659130442695,-50.40810625763927,2.153046779442477,0.031289496,15.935477,1.7929182,1.0034637,0.5159,7.084844329407796,68.81052924094645
5081223285019099648,55.23344867771402,-28.15938133250276,224.62868093622023,-52.641847087373606,1.4181788261938126,0.035082497,16.043104,1.3768768,1.0022609,0.0872,6.714558984744719,40.42411308960741
5081276478190722688,54.41385620530602,-28.025527740458436,224.22797757199584,-53.33648149683001,2.337511041165941,0.066322796,17.153791,2.2307568,1.0680627,0.4687,8.528859354634255,35.244458649872676
5081325509537296384,54.91396079561348,-27.38031838618316,223.28461508292295,-52.79699865607456,1.7880663963104624,0.012440161,13.529818,0.9348612,0.9815637,0.0394,4.752336207131347,143.73338064599506
5081348290043717504,55.38647721201888,-27.60733801912064,223.767606734297,-52.42122745419004,0.3929481963145792,0.019998237,14.577002,0.4302063,1.0456446,0.029,2.5196784982174325,19.649141887586353
5081362858572758400,55.94012430364671,-27.54183624149253,223.79528044170024,-51.92640911417968,3.9998939985850814,0.0730645,17.24918,2.8504906,1.0673906,,10.259422411090352,54.74469815827223
5081469098884130432,54.11380763468029,-27.8621298846742,223.88943240266607,-53.5738024612779,3.231862542374253,0.019375669,14.266542,1.646019,1.1909353,0.4151,6.398706405379918,166.80004919439185
5081485557198809472,53.97220916153285,-27.749138506506146,223.66878637652425,-53.68025517183441,2.206596190869838,0.01345064,13.323772,1.002738,0.9925796,,5.042386320718519,164.05139018439553
5081487928020713856,54.02702498499325,-27.652418098510537,223.52032353160297,-53.61727494282117,0.4823336844156176,0.048505805,16.572355,0.8098717,1.0458932,0.0017,4.987392962574383,9.94383423624487
5081525277056294016,54.19644123253333,-27.3195892609462,223.00854147315405,-53.41537394102634,5.20084578414752,0.03529941,16.00374,2.288907,1.0163356,0.4294,9.154709881173028,147.33520430362773
5081556853655825408,53.58350176089017,-27.387098715062827,222.97117584242744,-53.963503363198186,0.5046187272160388,0.028620897,15.422101,0.78897285,1.0462538,0.0011,3.9358178192517004,17.63112900395955
5081649173976662912,55.05715088864397,-26.805593778309696,222.3874910324537,-52.57160906339947,3.021382143308776,0.11996333,18.212645,2.7870636,0.994542,,10.613673290772894,25.185880913015467
5081654190497943936,55.35464925175507,-26.672431853813528,222.2522821774107,-52.286084997970825,2.652227950458273,0.122712724,18.187788,2.7151413,0.99517095,,10.305842237750763,21.613308416642052
5081663918600634624,55.11868930779171,-26.624020818107997,222.11054190604915,-52.48441916929352,3.26414159522081,0.13641666,18.52422,2.781639,0.96832323,,11.093064948768902,23.92773430474555
5081726487684142336,55.03928535073674,-26.27509840739757,221.52581530197293,-52.48852621134233,0.6436785808022589,0.077643886,17.478512,1.4903183,1.0804027,0.0196,6.502257288427541,8.290138656922181
5081775106713712512,56.08578933496619,-26.839382685039617,222.7139913407065,-51.67516069735149,1.353234604146936,0.01157191,13.304979,0.7321129,0.93170947,0.0369,3.92494447394919,116.94133502135223
5081832624915725184,56.14335505838388,-26.56109798796235,222.289141725042,-51.5725915968828,1.1133495340129096,0.07297855,17.46486,1.9311008,1.0040401,0.2056,7.4924176584290585,15.255846190598602
